file_path,file_name,file_size,sha1,md5,sha256,first_50_bytes_hex,detected_type,yara_matches
G:/Users\win10secu3\Documents\File\File140,File140,157962,64d091ad38f3289dcdaac720635577f1fabbcea6,f83e3fd9b34363578c2128dc3eac6f01,2616a07362b644bcaf0bdb9f045cf066d1dc270dc3ccce937d4922d73954007b,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_IMAGE
G:/Users\win10secu3\Documents\File\File141,File141,472874,c33584ab2f523cbb8556599ccbefc67129602668,ac1b94145d5bf11f34eba1137d8b39e2,e9b15661934525f6e87edabbc0ada0a8604398b2f1f47435803a9cec645a3881,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File142,File142,2693126,ab486d834224d33b59515b7d1c738911b949c126,ecf92b48eaa6ff7d658170aa49a6e660,c6d39b4da918770a0a8ba7af099d3fe93723b0fa335814e073d2aa75d1c18bd9,504b03040a00000008000000210003e47bfec703000091130000140000007070742f70726573656e746174696f6e2e786d6c,ZIP,TEXT_FILE;ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File143,File143,1635658,b0e30d82001184e7373b2576fc229609046f104f,cef114c5875ba465fbdcb7dc7b297a42,81759f96075607fb7a984d8e9a6471e85a637146fec753e48eefe4d05a37e626,ffd8ff0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd599324499226887dcc22,JPEG,JPEG_IMAGE
G:/Users\win10secu3\Documents\File\File144,File144,2490902,e601679953b0423457f636adb46fd7b3192cf6e1,d19b96636f75b86f0f2740e6434e7b6f,fdf18d8256d5950e63a8ae81982706e49c206760e03896555156f2d935718b9c,504b03040a000000000000002100ffffffff1c0200001c020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File145,File145,82840,50314186f6005a2f6383fbfb9f112588096a9323,d688f330a67743da9edf360bd87a4757,dff503b08e4f8818a56b64390d279d741919f743891329a4280bbb0061f6b2c0,504b030414000600080000002100ffbf187a2e020000570d00001300c2015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File146,File146,3072,dbba2d945d3a10d313896d32d90af9278559bba6,290a44f94f15d6ae35915320294947f6,31096b3f8270edc5ddcb3dbd462c41afb39b2caabb928aa6938010a7e24578f2,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File147,File147,156,15d07a19e6cdfeca5bec0472779a3a4258e759e2,a4da80722c9b88f6fd9261637af70098,2ddbd5f4ce4eccba52f3cc7ecf4929dfb571361d97a33ab3246617f70c9d482f,406563686f206f66660d0a736574206d6573736167653d4c6f6164696e672072616e646f6d20746578742e2e2e0d0a666f72,BAT,BATCH_SCRIPT
G:/Users\win10secu3\Documents\File\File148,File148,315392,c87af5eee0cfaf88c5176d1ba7591bee24a32673,ef063d467563865aa7a97b4dae9924ce,9e345ad76741371fbba34da23c39ccc3897ae35846ee44ab79fbfe18d3a9fd4e,fffb90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,MP3,MP3_AUDIO;TEXT_FILE
G:/Users\win10secu3\Documents\File\File149,File149,27228,98629156401fa0e895aed31c838fd1519d2674ec,0a35b9503060597bb052f21b4b4290d6,ca651505e86f7be138e5fc8a11b450a175064952e4bf882c332aba1831497212,504b0304140008080800ce13765900000000000000000000000010000000776f72642f666f6f746572312e786d6ced57ff6e,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File150,File150,955283,06b1ffb9db80cdce1e1623453882ed96b9602335,4cc3cee04f7e695a8de8591e15f19fc1,9db6a42860fa24a4f1b731f6ec736bd1235f95806c66b6d27064dde5917a974e,504b03040a000000000000002100ffffffff2002000020020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File151,File151,4723372,4247d02a033cb899485941a63f2f36e76c76c65f,c0e566ec23e885ddeb11e5a4070fb841,861b99687b257f226a124b0bf7d028d46bef5cfb31cccf4e68bd448af06fc2d4,504b030414000600080000002100b7bbc7dca402000000250000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,TEXT_FILE;ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File152,File152,151135,c5eec9ec4683f0eafa40897a37d7d88b52fc21a6,d647f67138863d8bf85b246774392709,6329dda11c90cc6461e58fbebfb0ed1ae744d5177b647748826eb22472b128c4,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_IMAGE
G:/Users\win10secu3\Documents\File\File153,File153,40590,8ade27f7dcc94cc0537bfa99754daaf97b8adbff,07b039a576b247f2719d7c1372e7d1c7,2d722a116f991e38f3f64fd486109be6280d91c1804682b4e40f67a7682d899f,504b0304140008080800babb755500000000000000000000000010000000786c2f636f6d6d656e7473312e786d6c8d53cb6e,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File154,File154,22534,926b7d6b492c6f9c315cfbfbec82a7bbcad7d30b,a1c1ccba318f1630f5ffbdca6cdd12b2,42f2787a27c9889b60b1ef6da602c57c9a4fe0b6a945c7cc0fda60a8980d7e35,45006400750063006100740069006f006e0061006c00200043006f006d006d0075006e0069007400790020004c0069006300,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File155,File155,301568,ef57d337b2480bf4981091d9ec3072494f3c76f1,774faa35314ccf72d1b9d841b4532b03,3e30293590a4f124e5ad3a783f312f0a4607331799d31e103011a90af5aa8e92,4d5a50000200000004000f00ffff0000b80000000000000040001a0000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File156,File156,347444,a8a0da335bc884d7c7314719036f326c92233995,8e984f349c1855d2ac331a822f548ddd,2dc04d6ab4d83b63c572f6a2aa0817c70394b8cb7342ea603a04e8cee59d764e,255044462d312e370a25f6e4fcdf0a312030206f626a0a3c3c0a2f54797065202f436174616c6f670a2f5061676573203220,PDF,PDF_DOCUMENT
G:/Users\win10secu3\Documents\File\File157,File157,10483,5c86fc5e9473205eba78ad2f46718d01c588b502,362889c21e1a9f7404c13205ea1b9fde,320bee996580871e3863b5d8bcb333a83519bff327e2764bb82f84065f44d25d,41636164656d69632046726565204c6963656e736520282241464c222920762e20332e300d0a0d0a54686973204163616465,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File158,File158,631,1e768d7f6c7229c0db5e17f636f203ee2e084f72,5eba08d45abbd9fdbf82cc748a2b9774,164de5ced33b91f414e4837d123d2d77b44a1abc6bd23ccb8183f0e1355d0d9b,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732053706f746966790a2e4445534352495054494f4e0a095468,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File159,File159,317088,dd56bde584ef1c333304c30f2cfa7311f576139a,2fb6c16c0f1c39d9ec32dbb311990b9c,c50e84b679470efe6494352ebef66cda2b5bda1dd30981036ff4faaca28d9544,4d5a8b000300000020000000ffff070000016540000000004000000001000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File160,File160,4096,bee2ed1bea54e7d00b1bd0d44d817406d74a2af3,5b88c51ea10f9db362369f3d71bea569,d0e714e047c50e9635d0eb408a19a5487f64950d40aa7e3f5fb03fd80550d9ed,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File161,File161,50971,b75a7ca6961ffdcafd25f6b3b5a523a71b0fefc1,c875c6cc8e2086011748fd6f9de83ff9,b424fe8fe48d94e754bf63fc1d31eca150177edbd63065873931b833b1d92c8d,504b030414000600080000002100b5cf3e7b02010000bb0200000b0008025f72656c732f2e72656c7320a2040228a0000200,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File162,File162,28514,7be93d31bbb834fd3e1a0733d8d507ee168852a3,174c53b13bb9ddbdb1984108cf13e210,19cfcbd8a84eafdc7d99627b9a8e6a3b38d2414e124a412cd928ff0c3107467e,504b030414000600080000002100a404cfe97101000098050000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File163,File163,174733,68623a4e28d08d0de4e03b9089981c77563d58ba,0691b1534a7b7dfa1f311471d386d105,a318143f9603d13e7c8f2afbcb27d8dd4045676773ea4170e60543e39f9d5aef,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_IMAGE
G:/Users\win10secu3\Documents\File\File164,File164,12440,f0eefa4f62179cf8ed63de2d287512089e95a9be,f3dec47bdc290fb01d5d908775321ea7,2d6f7296759859738048cf02b07f381cab62045037950e590f419df824adfc36,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File165,File165,696,6e09b863e9d2f5d7bdff1e2b2bd4e4afef7876dc,1d786070021811ce3d962a420d868155,1adecb3b5a3882cedce9fd64cddafebdcb045fe7035aac8f02ffe64dc827593c,efbbbf3c230d0a2e53594e4f505349530d0a2020202020202020496e7374616c6c732043686f636f6c6174657920286e6565,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File166,File166,3072,2c8951f8b0528ea9db00688cd76e14383ed0ed21,1af712a59ab34e0c131b40018d31c0f2,565d4e064b9757bf3e30ff5f229f401c113aa6f073eb823f6d8994be5b189f0b,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File167,File167,1233,d88c7c5224c1139118602158ad1d0217210780b0,dfb1b490080d1aae0067e35550910c4d,147a3761456127bcb8ada2c34728a301d01acd316946aad7d605c3a9ce37e6f2,54686973206973206672656520616e6420756e656e63756d626572656420736f6674776172652072656c656173656420696e,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File168,File168,7815,288f748f941f87169209eb1a058034c9a83e9b48,cc46e3e9ef97cbdc56318ee7ff23d73e,f831e7eed577481687a9bc0b48024e5e40b6f655fcde073ede964b50be5d55d9,20202020202020202020202020202020202020474e55204c45535345522047454e4552414c205055424c4943204c4943454e,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File169,File169,781,35c5bf4c4b20ff967dc35d6dd1ed79037f3189b8,d44a541590b9d5973136d0e595da9ae2,5ca9c2b5b336be53bfe6310c3ea4a51f85d003898e267d9871803d05b1c1214f,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413531322068617368206f6620612066696c650a,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File170,File170,6138710,18771e2a544fdaffb6403aedf84b539f9d1fdb22,fb9de5ec633240495f1ee57735839420,bf2180708e187ea7b3118b65d83767054c8fbdfc258c3fc7d0980f4d936de028,504b030414000600080000002100c3aa5d0e8d020000581d0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File171,File171,1011368,976a891eb695b834305d28d287311793cf803222,19af6dc29171e27844e34c3c807231d9,021ea4dc427c81adebedb8152f67e67de7dc74417b65c2e276c58ca7d27112fc,504b03041400060008000000210033a54b358a01000099050000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File172,File172,17097,018baebf31f8635703aa99d8e66ee097760a46f8,e322949af834af9a143a29625e33a4e4,f98118e352c0c17b1bd04afee6f258d5c29116bf5e6b74fa0a28148ab372519a,4d6f7a696c6c61205075626c6963204c6963656e73652056657273696f6e20322e300d0a3d3d3d3d3d3d3d3d3d3d3d3d3d3d,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File173,File173,19232,06849f3bfb38b3b4aa5e2a0c0ac88734478bb9f7,3c555bd977fd395f0e3e0b3758071d52,d042f2a62c3169aae27e079f596effacf5c7d98e3777f230908e1a27f97d4aeb,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File174,File174,113,474981497504ac58781039c01b9d3b32b18ed191,a8dfc4d3598873ff3fd86e28be66108f,40e4e9e028ff2c341f0f10c7e39bf16bb5328d3faa71e87b4e9bdb117101f0da,406563686f206f66660d0a736574202f6120613d2572616e646f6d25202525203130300d0a736574202f6120623d2572616e,BAT,BATCH_SCRIPT
G:/Users\win10secu3\Documents\File\File175,File175,829,989ae95e6645c4f35a6326c1e69973954b2d75c8,ec7522bc9873d8fb52d2dba4f19161ea,e1be23b940aa48907364cf126cd3ba656d13f6e9db0317f5072e22952e3c36f2,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320564c430a2e4445534352495054494f4e0a09546869732050,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File176,File176,3072,3001282ecd140d7120b94da8defcb02dbb26a8b0,6d8a087c87e8c522ae0b7948357ee226,827be39a735f8c49e3fc483b5a57401c463c0aa306ab14f277f20453f45833a1,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File177,File177,12064,3c28b3063ce80b3fd61e0afc6934e3180f5bef12,894e538fbd29d9af2dac82abbb798aa8,b12679d33126d2dcb0cd3625fccf5c3afc40d95c1be36dc55f7471de94929d23,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File178,File178,608,ecf760f19d07c912466db0f04b5bebb91cb07a22,955ddefc4f016045fb167016e499dd15,8f10f3044eedf59e35d2a9b06eafeb6c73acfb25cb2cbac88b55e57e49034e9d,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204e6574666c69780a2e4445534352495054494f4e0a095468,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File179,File179,9093,6b0e6307e68f873cc4c01e3c9d02b61269784b85,130668abb2367024e10447831c36f700,2d0f446840b79edc6392af5a19603d1092bf816a0853aa7e4017029ba05c7616,090920202020202020546865204172746973746963204c6963656e736520322e300d0a0d0a0920202020436f707972696768,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File180,File180,2071847,faef2d937021c3ca367f275f0128b5ebaf50dbd8,6a9a905f16f64919e6892a2e8d37a5b7,93ad8b3ae0098063a59ecb9d4784d6222778e52c7c5f1d18238992842ba02ed6,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File181,File181,9567,c19d042042cfe77f58ce28d55eca3f9741ba942c,cdc2e1b7b617de1db19b5820fc9380a0,8a44bdbeaa77f132076aba2f6e3f59738ea5f75cc17717536c65f862aaa3131c,504b0304140000080800423d3c5a479244b25a010000f0040000130004005b436f6e74656e745f54797065735d2e786d6c53,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File182,File182,490858,7774fd6a224c351c149d5db71d5c40fcfa762bf1,adc7a2cddbfa9080df9a9bce33153410,2e4e83d7d42bbd305f4bb20a15f0f4b3346b7b335cb50d8c3a546f681ca1b832,255044462d312e340d25e2e3cfd30d0a313231332030206f626a0d3c3c2f4c696e656172697a656420312f4c203439303836,PDF,PDF_DOCUMENT
G:/Users\win10secu3\Documents\File\File183,File183,34148,ed4ac6cf06a6828888f24b58416542dacf6e9960,5c4c9c4f71b373d50967fea0d9293b80,42efce0f18b4f04638c0f8804ac4b80a69992259e8e4cd842fe6b105eea3bfb2,504b0304140006000800000021001cadb2d2fa0100006d0b0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File184,File184,1660287,6faea83b19c6cbd392abe6df9c6fc0d10570d67b,edf9fd64840aca234a2cf40acd08026d,ef084f96946a33800a10c8cc5baea73a48025bcb100e1ab2c7f9c68fdd5755c3,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfdf98f245b96,PNG,PNG_IMAGE
G:/Users\win10secu3\Documents\File\File185,File185,870117,b8fc3a4d1bb60155967dbf863b71ddd42148b1e0,5b1392a9f190a431ac6bac3b2f5be47c,5a61ca0690a051e9dace2cacd65a9aa956278cbef643e4a259d37d8b1da2055a,504b0304140006000800000021009634826862020000281800001300c5015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File186,File186,2176,1376127733d1bfb923dafc1aa0d47dcd078cd97e,cd58b4860366a300cfb76a652d6e1dbf,c665a33a2462010c88cc488ac006544014700c2d19b931e528cf40041cc5e9b0,4d004900540020004c006900630065006e00730065000d000a000d000a0043006f0070007900720069006700680074002000,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File187,File187,23570,028eee19afce5d914baec769287298cb9a3f8b8e,77d26a68e9264e9facac4242de2e740f,d0a731438645729fef6185853644eb033f08944318d6085f46c9561a1a7dc074,504b030414000600080000002100b5f6d3968d01000021070000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File188,File188,10470,c7324e8cca9b6ac3a39e2baaa564d52e13966a9f,ce1742175ff199f4d207ac4edc013419,915c0560471eece77640068019d519f6f5cb345877fc4b7b2006a2cc58277ddf,4f70656e20536f667477617265204c6963656e73652028224f534c222920762e20332e300d0a0d0a54686973204f70656e20,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File189,File189,95254,431f43d1284050f1a979a7260e72910213395704,38c425bff814be81cacd15d2b4bcfeae,61907f67de8563ebbc76740b23bd97e332cb78a052b4491e9d7f740946cc692f,504b030414000600080000002100885e620bca010000220a0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File190,File190,1799942,aef536ba6dd1c9f499815a869340642f8a1a7d2a,2ebe5a3b54f71e08d247aaacd9536fc7,4ed04cdb00ed9809033efbf8f9ad3debee924ff4564f200c96d88a9dc508d7dd,89504e470d0a1a0a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfde9b36dc775,PNG,PNG_IMAGE
G:/Users\win10secu3\Documents\File\File191,File191,148835,ae984a2eebfad940599f7bc75bd60838d6d4eb2d,7c3c2be5d0f5bd562546cc8d03829aa4,19df1c62878cf4ef4634f87f35ad6b66a1df5433e9341772efa0ab2449962e92,504b03041400060008000000210058793607df010000230a0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File192,File192,319563,78642c9626ac9ca7e1812f397923b81a0adfabf2,eb0293aa9d3cd061798d7fe931dc5fa6,105e7abe3ee6468f590368d72d02b63ff6eafe147a0cfdd994f952e2b7c9acbd,90000300000004000000ffff0000b80000000000000040000000000000000000000000000000000000000000000000000000,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File193,File193,466915,420cc47965de6c73fe3065931d8d6fef01792ea2,a7f70b3ec9911480be7dacbd1e37820d,d3f23962bd711525f1e2797f0ec17f15d2a0b73665065bd20cb45d23fa6e3c99,504b03040a000000000000002100ffffffff0c0200000c020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File194,File194,1641870,355ed21d8da04a0ea27205b807979240fbefb356,44661e9d8e0b19cc4cdc71c58dac4595,9c78b4fcd0a2b8c46af7574db506f6e5c1ae85250034bef6e52c26aa88424b59,504b0304140006000800000021003e1188ca6002000047190000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File195,File195,87316,3e38c02ce6df71a9aba792e89ea20beeb8032819,8581f7c7288375f14b8f164c83ea0ac9,c0f86d1003cd3c7117dc032b943928910944d00a61de2b3aef60f51c902c896f,4344303014000600080000002100714b4e1205020000ec0c00001300cd015b436f6e74656e745f54797065735d2e786d6c20,UNKNOWN,UNIDENTIFIED_FILE_TYPE
G:/Users\win10secu3\Documents\File\File196,File196,1379663,8e63f741347a04d664a023c6ec09c6c8ac99d327,3acb832c0b5bcd7df8cc140a771c612e,9e22d6eedee0a3399dc254fdfa1695b4a33e37782c2fe7dddca72f137e831c3c,504b03041400060008000000210062ee9d685e01000090040000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File197,File197,2454899,8ff3d262e9c83355e5c7ca3255c0688b53c6c983,abfdce4332a47d0056f54ecd5ff64e41,f5afab8876440ad6cb9b95a3988d0d97bc9eaffef86a3d668e74237d7013bd0b,504b0304140008080800d241755900000000000000000000000010000000776f72642f686561646572312e786d6ca595db8e,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File198,File198,10412619,93c63eb338cddb1cf2e23374e2bdebdf79302f4c,dd461e6bc31f224519587dffd93048f8,ada5a897f6c0a25fd1f71df86455346435639000cd10f1dae3d32675ecc75660,504b03041400060008000000210099557e05f9000000e10200000b00f3015f72656c732f2e72656c7320a2ef0128a0000200,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File199,File199,266057,cf4cfbf3c7f8db99bedb4b58242b5a93f2e24408,fd3900a6c106515c2db20b09720c7b3d,be349d9ae09d8cf0f9065dd7a790a41416d3ebf93eb75015bd852266d3b223f9,255044462d312e370d0a25b5b5b5b50d0a312030206f626a0d0a3c3c2f547970652f436174616c6f672f5061676573203220,PDF,PDF_DOCUMENT
G:/Users\win10secu3\Documents\File\File200,File200,1543898,c5c554b41d7005dafdbfc89c4f4b776331cabc48,cb98f5f2982feefd5e6d9fca98bb7e39,e8f2c7602555751cf8fe40de5e51d1d51c3abcaf617af949cae601c7f21cb4fb,4d5a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd59b36449921e887daa6a76,EXE,PE_EXECUTABLE
G:/Users\win10secu3\Documents\File\File201,File201,867014,f4baeceff5c949c66a85edcbf3ac40a774e3b887,4e9a6f255bff5ab93b6a7a51ebf62e99,cca30ca51762ebc3627fb2bf0ad625f04e52ef1af1b5070132279f5f40015d7f,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File202,File202,1204734,f69b900367fa62e24947333fad2e4d8094002990,2497589c198a5c7d7c48f56bd5c2a083,4fb8184bee8c99d59555e7e387a0ebec6df0e3e1801aa640133374ead7c56e78,42000200000020000000ffff05000001000000000000400000000100fb716a72000000000000000000000000000000000000,TXT,TEXT_FILE
G:/Users\win10secu3\Documents\File\File203,File203,781,f0957d0ec699d079d4ad5adc73525925ce7ff829,80d158a5fce462fb2d54c71adc8e0da6,24795cf6cd080bb4897f9e532b34c1e2ebd3d841aa5bfcd30d8c75b833d69518,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413235362068617368206f6620612066696c650a,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File204,File204,681,902f98265eb67fcd8d7da5eb0b8198071d887c85,d601a536054abe2a84612a08b5b749f5,a3a56b01c83255a27ffc21329316ee7bbc2fe6a0e0dc4449d1e8d154312b7ce4,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204f42532053747564696f20286e656564732061646d696e20,PS1,PS1_POWERSHELL
G:/Users\win10secu3\Documents\File\File205,File205,169050,72cc668b05bac25159ee0198ce375b4358ab375c,eae001e9a70c97bb5a2e6f17849c1d12,d0aa4a315d66e1197e18c51b0924b09e5c716b1204fafb8ac43d101a9da06a89,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_IMAGE
G:/Users\win10secu3\Documents\File\File206,File206,209333,3b02a535fa7a2ccbe80d975f2b468de92dd3b8d5,16aa2764840ee306b4d60ed118ed642b,f435ebe4e5aef3479aedf5b2128f6111635cce44f4a7f19cb3ea8d92d21b216d,504b03041400060008000000210024ec50bf8201000024070000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File207,File207,726251,df382e06b0b50420b6d63240efe0681998fa8dfb,8c5c9499e5bf2515b46ad201e8340748,101bcf563ebe0e8ef4f0a63513614791b3c306c10f8382416276992a85dd63b1,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File208,File208,3060289,b7d12ca8a56e690c38b3d2c82a3b52e138176b4f,cb5e8db8123b89323a4822992b5ddd34,24a50953cdcb5923deb5c91fc03c89144d6b48ce288457a85f380f511cf6f0ff,504b030414000600080000002100e4a7b06feb010000350d0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File209,File209,202653,fc407e7e35ab2470cc9228bacc41394a169a6fd5,76909cea13b5097b22a7faa800652758,19de82512ea67a8ca22985d597dc2190f33d23a410315fde887e60bd525a268b,255044462d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e742031340a2f,PDF,PDF_DOCUMENT
G:/Users\win10secu3\Documents\File\File210,File210,184563,43db097d4df5012de9903c2de395a68147071827,d23ddb02acd5a876e306962bd71f1631,ff59a2acd6b318ffc75e2ed3c5936c69d56eda24b6a57049a5d75f14308c00e7,504b03040a000000080000002100fc1fed11250200004305000010000000646f6350726f70732f6170702e786d6c9c54df6f,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File211,File211,458026,50b27cdf5ab5e9b9cc52a102fafae2c112403a1e,c70ec8c66f59ecd212b7d08a4357b5d5,dcfff3750dfaabd52f4c62a35a98f1d0df5227aec8ebfcc2e8167bc71c4b05cc,504b0304140006000800000021003bf479e32e030000b810000014000000786c2f70726573656e746174696f6e2e786d6cec,ZIP,ZIP_ARCHIVE
G:/Users\win10secu3\Documents\File\File212,File212,182,df37ae666a00d846792533782a95b28b66d1320a,4a08c4bd4d73b050f07c51d9d7192e57,5949cf679127b5a6fdb19a4200f72a8bb2b6095bd61e64692cb6b39a06fa96f9,406563686f206f66660d0a736574206164766963653d5374617920706f7369746976652e7c54616b6520627265616b732e7c,BAT,BATCH_SCRIPT
G:/Users\win10secu3\Documents\File\File213,File213,66043,c79bf016e59f5a63697184e470304af54d1689da,2a951f81a38691f52fb9985513e46946,47914ae30332a9b287cd49cf1848a923790dec9693742ea370ee5ae9d5f4cd4f,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_EXECUTABLE;TEXT_FILE
G:/Users\win10secu3\Documents\File\File214,File214,166868,03ad96e61cf716ff65919902d92c5cff197eee2f,3938baaa0bb6e35e2420178db164cb3d,568ea3e5a0735f8eb6cde01fe02dd588f2474ecb959188c4fe55a4252cf1d429,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_IMAGE
